id,dateadded,url,url_status,threat,tags,urlhaus_link,reporter
"2105938","2022-03-19 15:49:06","http://1.246.222.18:4797/Mozi.a","online","malware_download","elf,mirai,Mozi","https://urlhaus.abuse.ch/url/2105938/","lrz_urlhaus"
"2105923","2022-03-19 15:49:04","https://www.ruay-vvip.net/unknown/?6g5ynto24kl7jhwbupe3xsnhyk34fpgltplmf7wfzc6oziwsw34l5ceu2kzmxpg7wdfitufl5cp7li7dqljyd5eh2s6n7gpzroikr5fj727y3qhlqhryp5eu2sqphoedutgjxqug3c2nzixiudk4j4v57kpixqup3li4vlimse","online","malware_download","Flubot","https://urlhaus.abuse.ch/url/2105923/","switchcert"
"2105919","2022-03-19 15:47:05","http://1.246.222.38:2356/mozi.a","online","malware_download","mirai","https://urlhaus.abuse.ch/url/2105919/","tammeto"
"2105918","2022-03-19 15:46:05","http://201.73.46.68:8665/.i","online","malware_download","hajime","https://urlhaus.abuse.ch/url/2105918/","geenensp"
"2105849","2022-03-19 15:11:04","http://62.90.52.214:12648/.i","online","malware_download","hajime","https://urlhaus.abuse.ch/url/2105849/","geenensp"
"2105845","2022-03-19 15:07:07","http://178.131.66.205:39990/.i","online","malware_download","hajime","https://urlhaus.abuse.ch/url/2105845/","geenensp"
"2105822","2022-03-19 15:03:04","http://111.163.30.229:47030/Mozi.m","online","malware_download","mirai,Mozi","https://urlhaus.abuse.ch/url/2105822/","Gandylyan1"
"2105818","2022-03-19 14:53:05","http://66.68.255.241:35005/.i","online","malware_download","hajime","https://urlhaus.abuse.ch/url/2105818/","geenensp"
"2105798","2022-03-19 14:38:03","http://80.202.43.160:60799/bin.sh","online","malware_download","32-bit,elf,mips,Mozi","https://urlhaus.abuse.ch/url/2105798/","geenensp"
"2105762","2022-03-19 14:06:09","http://78.186.1.235:39445/bin.sh","online","malware_download","32-bit,elf,mips,Mozi","https://urlhaus.abuse.ch/url/2105762/","geenensp"
"2105744","2022-03-19 13:58:04","http://81.163.8.33:37582/i","online","malware_download","32-bit,elf,mips,Mozi","https://urlhaus.abuse.ch/url/2105744/","geenensp"
"2105714","2022-03-19 13:23:04","http://175.10.18.245:52543/i","online","malware_download","32-bit,arm,elf,mirai,Mozi","https://urlhaus.abuse.ch/url/2105714/","geenensp"
"2105703","2022-03-19 13:19:05","http://109.186.206.165:52679/Mozi.m","online","malware_download","elf,mirai,Mozi","https://urlhaus.abuse.ch/url/2105703/","lrz_urlhaus"
"2105665","2022-03-19 12:49:05","http://171.119.243.156:35990/Mozi.m","online","malware_download","elf,mirai,Mozi","https://urlhaus.abuse.ch/url/2105665/","lrz_urlhaus"
"2105666","2022-03-19 12:49:05","http://120.6.53.78:40051/Mozi.a","online","malware_download","elf,mirai,Mozi","https://urlhaus.abuse.ch/url/2105666/","lrz_urlhaus"
"2105659","2022-03-19 12:37:06","http://180.176.149.211:39704/bin.sh","online","malware_download","32-bit,arm,elf,Mozi","https://urlhaus.abuse.ch/url/2105659/","geenensp"
"2105639","2022-03-19 12:20:06","http://162.191.249.195:47245/Mozi.m","online","malware_download","elf,mirai,Mozi","https://urlhaus.abuse.ch/url/2105639/","lrz_urlhaus"
